name,content,comments,keywords
,oqqxhOav4nQ,"---
- PARSEFROMHERE 9:15 super flying imperial of awesome ENDPARSEFROMHERE
","---
- cbsepisode
- skyrim
- elder
- scrolls
- bethesda
- dragon
- rpg
- open
- world
- obllivion
- morrow
- wind
- ! 'v:'
- now
- playing
- marathon
- xbox360
- pc
- third
- person
- video
- game
- games
- videogame
- gaming
- gameplay
- juego
- juegos
- jogos
- jeux
- gamespot
- gamespot.com
"
,vMNwf1F8pKQ,"---
- PARSEFROMHERE thumbs up if you see the loading screen at 2:12 ENDPARSEFROMHERE
- PARSEFROMHERE At 02:25 - Jesse that's not a Tuskan Raider at all, that just sounds
  like Scooby Doo getting laid!! :-/ ENDPARSEFROMHERE
- PARSEFROMHERE @7:29 Thats like the tuskan raider version of jesse! ""Oh shit!"" and
  stumbles when he sees an enemy.""Oh crap!"" when being shot at by a sniper. ""DAMN.""
  When the enemy pulls out a assault rifle. ENDPARSEFROMHERE
","---
- rage
- gameplay
- computer
- gaming
- GTX
- '590'
- 1080p
- id
- Bethesda
- commentary
- silly
- apocalypse
- video game
- playthrough
- playthrough part
- omfgcata
"
,SMa_zTizCzg,"---
- PARSEFROMHERE 2:30 sir you're mcdonalds order is ready! ENDPARSEFROMHERE
- PARSEFROMHERE Hey! If anyone is looking for a server, here is a great one. We are
  interested in older players with some experience. The ip is 68.83.104.120:12341
  ENDPARSEFROMHERE
","---
- minecraft
- antvenom
- crater
- lava
- ravine
- seed
- showcase
- Ant
- Venom
"
,5zo8pd7hO7E,"---
- PARSEFROMHERE 1:51 lol ENDPARSEFROMHERE
","---
- Bubbiosity
- How
- to
- get
- girl
- kiss
- you
- random
- funny
- asian
- chinese
- kung
- fu
- world's
- most
- stupid
- video
- Bubz
- can
- kungfu
- anybodys
- ass
"
,Wpr6i2VFztE,"---
- ! ""PARSEFROMHERE !@#!@#1 if anyone skates then you will know that \""Steive Williams\""
  is at 2:41 !@#@#1 >DGK< \uFEFF (Dirty Ghetto Kids) 4 life, help support my dog with
  a thumbs up, Luda is so why not you?\n ENDPARSEFROMHERE""
","---
- Ludacris
- DTP Records
- 1.21 Gigawatts
- Back To The First Time
- defjam
- Waka Flocka
- dtprecords
- TV
"
,_cxM5UIsAnE,"---
- PARSEFROMHERE 5:22 so weak XD ENDPARSEFROMHERE
- PARSEFROMHERE 1:51 1 TB logic 1 bear in a car OK. 2 bears CRAZY! ENDPARSEFROMHERE
","---
- totalbiscuit
- totalhalibut
- Cynicalbrit
- WTF is
- Total
- Halibut
"
,CLyUVs7AChc,"---
- PARSEFROMHERE at 19:08 the mushrooms look like sandwiches  ENDPARSEFROMHERE
- PARSEFROMHERE when you put the door in at 13:04 put some glass above the door  ENDPARSEFROMHERE
","---
- the minecraft project
- minecraft
- mine
- craft
- syndicate
- syndicateproject
- thesyndicateproject
- project
- how
- to
- diamond
- find
- tools
- build
- make
- new
- seed
- The
"
,z1AqPRWDBd0,"---
- PARSEFROMHERE 13:25 its from first encounter :D! He says some shit and suddenly
  many comes over hill :D awesome ^^ ENDPARSEFROMHERE
- PARSEFROMHERE 14:18 RAPE TRAIN ENDPARSEFROMHERE
- PARSEFROMHERE 10:30  Funny as hell!! XD ENDPARSEFROMHERE
- ! 'PARSEFROMHERE hidden dialogue in 13:29

  Sam:Wait where was that coming from?

  Bombers:AAAAAAAHHHHHH!!!

  Sam:Holy Sh@t A PACK OF THEM!!! ENDPARSEFROMHERE'
- PARSEFROMHERE at 10:45 , my fav enemy has arrive. AAAAAAAAAAHHHHHHHHHH!!! ENDPARSEFROMHERE
","---
- Serious Sam 3 BFE
- Serious Sam 3
- BFE
- Serious Sam BFE
- Walkthrough
- Serious Sam 3 Walkthrough
- Serious Sam 3 Gameplay
- Serious Sam 3 Gameplay Part 1
- Serious Sam 3 Part 1
- Serious Sam 3 BFE Walkthrough
- Serious Sam 3 BFE Boss
- Serious Sam 3 BFE Final Boss
- Serious Sam 3 BFE Ending
- Serious Sam 3 Ending
- Serious Sam 3 Level 1
- Serious Sam 3 Review
- Xbox 360
- PS3
- PC
- theradbrad
- the
- Rad
- Brad
"
,7tJielbx4Jo,"---
- PARSEFROMHERE 3:30 BEST ENDPARSEFROMHERE
- PARSEFROMHERE hahahahaha i love this. my favorite part is 3:50 lmfao xD ENDPARSEFROMHERE
- PARSEFROMHERE at 0:54 FALCON PUNCH!!!!!!!!!!!!!!!!!!!!!! ENDPARSEFROMHERE
- PARSEFROMHERE 4:03 INTENSE VOICE CRACK!! ENDPARSEFROMHERE
- PARSEFROMHERE 0:59 epic :O ENDPARSEFROMHERE
- PARSEFROMHERE best one on 2:36 ENDPARSEFROMHERE
","---
- Top Ten
- Top Ten Scares
- Scares
- Scare Videos
- Scary
- People Jumping
- Scream
- Scre4m
- Scream 4
- David Letterman
- Late Show
- Scare Pranks
- Pranks
- Break
- Break.com
- Break Media
- youtube
- Compilation
- video
"
,0NzEUhewVuI,"---
- PARSEFROMHERE 7:35 ha a chicken ENDPARSEFROMHERE
- PARSEFROMHERE lol 10:30 ""oh fuck shit man!"" ENDPARSEFROMHERE
- PARSEFROMHERE 10:25 alot of people are gonna watch AWW SHIT FUCK YOU....alot of
  people are gonna watch lol ENDPARSEFROMHERE
- ! 'PARSEFROMHERE LmfaoOoOo !!


  10:25


  Listen to what he says when he''s killing the wolf.


  "" Ahhh ... man. AHHHH FUCK SHI... !!! ENDPARSEFROMHERE'
- PARSEFROMHERE lmfao 7:34 ""If I ever need to uhhh... OH A CHICKEN!"" ENDPARSEFROMHERE
","---
- Elder Scrolls Skyrim
- The Elder Scrolls V
- The Elder Scrolls 5
- Skyrim
- Gameplay
- Walkthrough
- Elder Scrolls Skyrim Gameplay
- Elder Scrolls V Walkthrough
- Elder Scrolls 5 Walkthrough
- Elder Scrolls Skyrim Part 1
- Elder Scrolls Skyrim Quest
- Ivarstead
- Elder Scrolls Skyrim Ending
- Elder Scrolls Skyrim Review
- Skyrim Boss
- Frost Troll
- Skyrim Character Creation
- Skyrim Races
- Skyrim Weapons
- Skyrim Armor
- theradbrad
- Xbox 360
- PS3
- PC
- Dovahkiin
- Dragonborn
- the
- Rad
- Brad
"
,u20JQJyxrzU,"---
- PARSEFROMHERE at 7:38 how do you pull up the shortcut to ur spells and healing bottles
  on the ps3? ENDPARSEFROMHERE
","---
- Skyrim
- lets
- play
- Let's
- commenting
- stealth
- bow
- sword
- armor
- dragon
- dragons
- commentary
- Let's Play
- ! 'The Elder Scrolls V: Skyrim'
- Morfar
"
,zjYSERaXEGI,"---
- PARSEFROMHERE At 1:50 sing along. It will give you goosebumps ENDPARSEFROMHERE
- PARSEFROMHERE why is michael playing a guitar like a violin at 2:00 ENDPARSEFROMHERE
","---
- Backin
- Up
- Song
- itunes
- The
- Gregory
- Brothers
- Auto
- Tune
- News
- remix
- schmoyoho
- michael
- andrew
- evan
- sarah
- songify
- this
- Diana
- Kansas
- City
- hero
- of
- day
- my
- daddy
- taught
- me
- good
- dance
- break
- double
- rainbow
- bed
- intruder
- witness
- eccentric
- songs
- best
- track
- all
- time
"
,LcIq8MGvQSM,"---
- PARSEFROMHERE 1:52 epic win XD ENDPARSEFROMHERE
- PARSEFROMHERE 3:52 pelvic thrust ENDPARSEFROMHERE
- PARSEFROMHERE 4:14 It's a Bird, It's a Plane! Nope, it's John 117 trying to get
  his job back. ENDPARSEFROMHERE
- PARSEFROMHERE Wow lot of funny stuff in there. in 2:28 I think that the ghost flew
  in front of the scorpion gun and blew both of the vehicles up. Not sure though just
  a guess. Nice Video :D ENDPARSEFROMHERE
","---
- Achievement
- Hunter
- Rooster
- Teeth
- Fails
- of
- the
- Weak
- Week
- User
- Submitted
- Funny
- Hilarious
- Kaboom
- Oops
- Slip
- Ups
- Glitches
- Explosions
- Michael
- Bay
"
,aohtxgH5yHk,"---
- ! ""PARSEFROMHERE 6:07 look left boar wearing necklace lol\n ENDPARSEFROMHERE""
- PARSEFROMHERE 4:52 free bacon!!!!!!!!!!!! ENDPARSEFROMHERE
","---
- minecraft
- mod
- spotlight
- yogscast
- mo
- creatures
- Blue
- Xephos
"
,N9etmpzO7Us,"---
- PARSEFROMHERE whats the song 5:40 - 6:00 ? ENDPARSEFROMHERE
- PARSEFROMHERE 16:52 Is it me, or does he reload that gun faster one-handed while
  hanging from a chandelier than two-handed on flat ground? wtf? ENDPARSEFROMHERE
- PARSEFROMHERE 4:54 ""Dude, I really love this car, i really wish I could've upgraded
  it- CRASH!!! You almost hit me!"" Lol ENDPARSEFROMHERE
","---
- Saints
- Row
- the
- Third
- 3rd
- trailer
- Cherished
- Memory
- Jet
- Surfing
- official
- gaming
- machinima
- videogame
- video
- game
- xbox
- '360'
- microsoft
- playstation
- ps3
- sony
- computer
- gameplay
- thq
- new
- teaser
- gta
- grand
- theft
- auto
- dildo
- boobs
- cars
- jets
- stag
- johnny gat
- strap it on
- gangs
- hovercraft
- explosions
- syndicate
- UPC
- Video Game
- Xbox 360
- Sony Computer Entertainment
- Xbox360
- '752919553176'
- '752919992982'
- Games
- ! 'Saints Row: The Third'
- III
- ! '&quot;Saints'
- 3&quot;
- Volition
- Inc
- ! '&quot;playstation'
- PC
- tetraninja
"
,89sog0aRBgo,"---
- PARSEFROMHERE you had seven wood! you had enough for a door..... a door is six...
  21:10 ENDPARSEFROMHERE
","---
- Pre
- Release
- Overview
- Minecraft
- Mine
- Craft
- Let
- Lets
- Play
- LP
- Walkthrough
- Playthrough
- PC
- Sandbox
- Open
- World
- 3D
- 2D
- Gameplay
- Commentary
- HD
- Let's
- Weapons
- Video
- Game
- Consoles
- Instruction
- Gaming
- FPS
- Part
- Texture
- Pattern
- Mod
- Commentated
- Wolf
- Wolves
- '1.4'
- '1.5'
- '1.6'
- '1.7'
- '1.8'
- Weather
- Beta
- Channel
- Update
- Mushroom
- House
- Safehouse
- Play (Moby Album)
- Pyropuncher
"
,-zsYD7MLsgM,"---
- PARSEFROMHERE 6:19 I been chillin' in the city where the moneys thrown high and
  the girls get down.. Incase you started to wonder why my new shit soundin so H-TOWNNN..
  and when its all done baby I'm yours if you still around, she knows, she knows ,
  she know.. ENDPARSEFROMHERE
","---
- Drake
- Cameras
- (Good
- Ones
- Go)
- original
- song
- real
- cdq
- '720'
- 1080p
- HD
- High
- Quality
- drake cameras good ones go
- drake cameras
- cameras drake
- drake cameras full
- drake take care all songs
- cameras good ones go take care
- takecareofficia
"
,z-bUdKfWw-8,"---
- PARSEFROMHERE 3:56 what? ENDPARSEFROMHERE
- PARSEFROMHERE 00:02 WHAT THE HELL IS THAT! ENDPARSEFROMHERE
","---
- minecraft
- day
- first
- playthrough
- part
- intro
- cinematic
- pc
- machinima
- gameplay
- commentary
- normal
- difficulty
- lets
- play
- let
- toby
- turner
- tobuscus
- notch
- pig
- sheep
- zombie
- cow
- skeleton
- chicken
- spider
- yt
- quality
- high
- game
- gamer
- gaming
- video
- games
- sucks
- mojang
- PS3
- Xbox
- '360'
- Xbox360
- Live
"
,2Ea_u-kfnXw,"---
- PARSEFROMHERE at 1:57 its like there is a person sticking out its hands like a zombie
  (tree) ENDPARSEFROMHERE
","---
- minecraft
- minecraft alpha
- minecraft survival
- minecraft tutorial
- pc gaming
- paulsoaresjr
"
,_WJnYO1u5OA,"---
- PARSEFROMHERE 8:40 LOL at that look Sontard gave Shay! ENDPARSEFROMHERE
- ! ""PARSEFROMHERE 1:02 UFO :O !!!\n ENDPARSEFROMHERE""
- PARSEFROMHERE 3:14   LOOK MA, NO HANDS!  LOOK MA, NO HANDS! ENDPARSEFROMHERE
- ! 'PARSEFROMHERE shay acting all positive and motivational


  ShayCarl 4th place...pause......out of 5. That killed me lol

  1:21 ENDPARSEFROMHERE'
- PARSEFROMHERE argh, i f'ing hate the ""KRHTSCH"" sounds the mic on your camera makes
  all the time. For example at 1:59... ENDPARSEFROMHERE
- PARSEFROMHERE BAHAHAHA! rocktard at 7:14 ENDPARSEFROMHERE
","---
- shaycarl
- shaytards
- Sand
- Surfing
- Venice
- Beach
- Ocean
- Waves
- Sunset
"
,1FbsmvXzMJY,"---
- PARSEFROMHERE Simon's eyes O.O 2:52 ENDPARSEFROMHERE
- ! ""PARSEFROMHERE 4:44 got milk ?\n ENDPARSEFROMHERE""
","---
- facfox
- xfactor
- simon
- cowell
- tv
- the X tor
- factor
- simon cowell
- television
- ad
- fall
- '2011'
- music
- reality
- competition
- usa
- song
- twitter
- auditions
- audition
- paula
- abdul
- nicole
- scherzinger
- antonio
- la
- reid
- steve
- jones
- stacy
- francis
- episode
- The
"
,W_2eU1ykV3k,"---
- PARSEFROMHERE 4:00 shit load of bugs under that light  ENDPARSEFROMHERE
","---
- Trick Shots
- basketball
- frisbee
- ultimate
- battle
- epic
- dude perfect
- dudeperfect
- trick shot
- incredible
- amazing
- yahoo
- brodiesmith21
- brodie
- smith
- trick
- shot
- girl
- scout
- cookies
- hardy
- boys
- basketball frisbee
- epic trick shot
- epic trick shot battle
- Plano
- High
- School
- go
- big
- go big
- youtube collaboration
- crazy
- awesome
- ridiculous
- funny
- panda
- wow
- guy
- facebook
- twitter
- dude
- perfect
- plano high
- plano senior high edition
- plano senior high
- plano trick shots
- corycotton
"
,1G4isv_Fylg,"---
- ! 'PARSEFROMHERE 2:08

  lol, cause you know, it''s very common to watch a random dude dressed as an elephant
  riding an unicycle in the middle of the Southafrican desert :P ENDPARSEFROMHERE'
- ! ""PARSEFROMHERE The video is 4:20 long . Thats awesome\n ENDPARSEFROMHERE""
","---
- Coldplay
- Paradise
- EMI
- UK
- Alternative
- Rock
- Every
- teardrop
- is
- waterfall
- Mylo
- xyloto
- Mat
- whitecross
- Chris
- martin
- Charlie
- brown
- Princess
- of
- china
- VEVO
"
,ao3ZbsTygSY,"---
- PARSEFROMHERE 3:05 this girl is Chanel Iman??? ENDPARSEFROMHERE
","---
- Maroon 5
- Victoria's Secret Fashion Show
- Live Performance
- Live
- Performance
- Fashion
- She
- Concert
- Loves
- Said
- Wants
- Everybody
- Stage
- Style
- Got
- All
- Theatre
- She Said
- Likes
- Performs
- Band
- Thinks
- Performing
- Knows
- She's
- babygascon
"
,IWX3dQmgd7I,"---
- PARSEFROMHERE 8:54 Makes a iron chestplate. ""so, now we should be pretty decked
  out"" Neglects to put on iron chestplate ENDPARSEFROMHERE
- ! ""PARSEFROMHERE 8:54- Makes iron chestplate So, we should be pretty decked out.
  Neglects to put on iron chestplate\n ENDPARSEFROMHERE""
- ! 'PARSEFROMHERE 0:40

  SUPRISE ENDERMAN EYES! ENDPARSEFROMHERE'
- PARSEFROMHERE At 6:03 the zombie looked like it did the Limbo. haha ENDPARSEFROMHERE
","---
- captainsparklez
- captain
- sparklez
- mindcraft
- mind
- sandbox
- open
- world
- block
- boxes
- 2d
- 3d
- commentary
- random
- new
- video
- game
- pc
- gaming
- lets
- escapecraft
- escape
- craft
- the
- play
- live
- night
- zombies
- notch
- episode
- tutorial
- how
- to
- use
- redstone
- red
- stone
"
,ddVqDYWQyHQ,"---
- ! ""PARSEFROMHERE 1:25 ummm do i hear sirens\n ENDPARSEFROMHERE""
- ! ""PARSEFROMHERE hi why when i get out the game or any thing it dont save it keep
  getting back at 5:06 the save stuck ther i go to sequence 5 and when i get of game
  it get back from ther pls replay\n ENDPARSEFROMHERE""
","---
- Assassins
- Creed
- Revelations
- Assassins Creed Revelations
- Assassin's
- Walkthrough
- Gameplay
- Sequence 3
- Part 13
- Part
- '13'
- Playthrough
- Let's
- Play
- Trailer
- Literal
- Official
- Ubisoft
- Ezio
- The
- Media
- Cows
"
,K-ijRyT29ws,"---
- PARSEFROMHERE 2:27 - How he walks..... really. I died of laughter.  ENDPARSEFROMHERE
- PARSEFROMHERE OMG 0:20 is so fuckin hilarious I couldn't stop laughing my stomach
  hurt!!! ENDPARSEFROMHERE
- PARSEFROMHERE 0:59 - 1:04 =great ENDPARSEFROMHERE
- PARSEFROMHERE Did he say something from 1:30-1:36..? I didn't notice. ENDPARSEFROMHERE
","---
- Dom Mazzetti
- dommazzetti
- Dom
- mikeandgian
- Mike and Gian
- Swag
- Swagger
- college
- bro
- Mazzetti
"
,SAT1eBpJyG8,"---
- PARSEFROMHERE 0:43 it was like a real explosion  ENDPARSEFROMHERE
- PARSEFROMHERE 1:57 CRITICAL HIT! ENDPARSEFROMHERE
- PARSEFROMHERE I LAUGHED SO HARD AT PART 0:23 - 0-25 LOOOLL PISSED MAA PANTZZZ ENDPARSEFROMHERE
","---
- slomo
- slow
- mo
- super
- motion
- Slow Motion
- '1000'
- 1000fps
- gav
- dan
- slowmoguys
- phantom
- guys
- HD
- flex
- gavin
- free
- gavin free
- high speed camera
- the slow mo guys
- '2000'
- 2000fps
- '5000'
- 5000fps
- sledgehammer
- week
- pc
- smash
- destruction
- theslowmoguys
"
,m68sWXOG4Jg,"---
- PARSEFROMHERE 7:48 sorry remembering where I left off ENDPARSEFROMHERE
- PARSEFROMHERE 6:14 you can hear simon ENDPARSEFROMHERE
","---
- batman
- arkham
- city
- Batman Arkham City
- hannah
- plays
- yogscast
- simon
- lewis
- xephos
- honeydew
"
,rtGRMShtvO4,"---
- ! ""PARSEFROMHERE Beach Boys at 13:48!! :D\n ENDPARSEFROMHERE""
","---
- dark souls
- dark
- souls
- gaming
- game
- video
- videogame
- fun
- action
- gameplay
- play
- entertainment
- rurikhan
- rpg
- role
- playing
- multiplayer
- online
- playstation
- ps3
- playstation3
- demon
- from
- software
- namco
- bandai
- warrior
- Dark Souls Walkthrough
- Dark Souls Talkthrough
- Dark Souls Guide
- Dark Souls Ending
- Dark Souls Intro
- Intro
- Xbox 360
- xbox360
- xbox
- Dark Souls Lets Play
- Dark Souls Boss
- Dark Souls Commentary
- Dark Souls Review
- Demon Souls 2
- HD
- Commentary
- UPC
- '3391891957823'
- TGN
"
,2pMM4iwC-ag,"---
- PARSEFROMHERE freddie is amazing. the falsetto at 3:50 just blows my mind ENDPARSEFROMHERE
","---
- Queen
- Somebody
- To
- Love
- Hollywood
- Rock
- VEVO
"
,cHgIQYvv9kk,"---
- PARSEFROMHERE 1:58 Juicy tits family restaurant? LOL. ENDPARSEFROMHERE
- PARSEFROMHERE 2:04 LOLOLOLLOLOLOLOLOLOLOLOLLOLLOLOLOLOLOLOLOLOLOLOLLOLOLOLOLOLLOLOL
  ENDPARSEFROMHERE
- PARSEFROMHERE 1:50 - 2:15 So fuckin funny :L ENDPARSEFROMHERE
- PARSEFROMHERE 1:54 :) ENDPARSEFROMHERE
- PARSEFROMHERE so uhm what does rlol mean??  2:37 ENDPARSEFROMHERE
- ! ""PARSEFROMHERE 2:01 lolololololol\n ENDPARSEFROMHERE""
","---
- Leo
- and
- Satan
- trash
- hazard
- oneyng
- theseankiely
- Oney
- NG
"
,QmisD_bX2R0,"---
- ! ""PARSEFROMHERE 3:25 for pure GENIUS. Stevie Wonder is so SOULFUL. Drake\uFEFF
  is SOULFUL and his value and character behind his music. INCREDIBLE album. ENDPARSEFROMHERE""
- PARSEFROMHERE 1:45 - 2:03 i bet thats most of yall listening to this song  ENDPARSEFROMHERE
","---
- Drake Doing It Wrong
- Drizzy
- Drake
- Officia
"
,P9d9qd9o_lU,"---
- PARSEFROMHERE 1:19 - I died ENDPARSEFROMHERE
","---
- The
- Killers
- Cowboys'
- Christmas
- Ball
- Island
- Def
- Jam
- Holiday
- VEVO
"
,Sa6tTNHn3NQ,"---
- ! ""PARSEFROMHERE What does The Weeknd say at 3:00?\n ENDPARSEFROMHERE""
","---
- Drake
- The Weeknd
- Drake ft. The Weeknd
- Crew Love
- Crew Love LYRICS
- Drake Crew Love
- Drake Crew Love LYRICS
- Crew Love Drake
- Crew Love Drake LYRICS
- The Weeknd Crew Love
- The Weeknd Crew Love LYRICS
- Crew Love The Weeknd
- Crew Love The Weeknd LYRICS
- New
- Era
- Lyrics
"
,IOu0DuxFAT0,"---
- PARSEFROMHERE pause at 2:29 :) ENDPARSEFROMHERE
","---
- in your arms
- kina grannis in your arms
- kina in your arms
- kina grannis cd
- kina grannis stairwells
- stairwells
- music video
- official music video
- kina official music video
- jelly beans
- jelly belly
- jelly bean video
- stop motion animation
- kina grannis jelly beans
- kina grannis valentine
- greg jardin
- secret crazy project
- crazy music video
- SCP
- kina grannis scp
- jeally bean music video
- kinagrannis
"
,reissXBbYsQ,"---
- ! ""PARSEFROMHERE 5:43 he makes it sound like there wild animals\n ENDPARSEFROMHERE""
","---
- multiplayer
- steam
- pc
- ps3
- xbox
- xboxlive
- live
- commentary
- tips
- how
- to
- advice
- walkthrough
- match
- guide
- help
- gameplay
- play
- custom
- seananners
- hutch
- theimightyhutch
- hutchisy0daddy
- machinima
- respawn
- win
- winning
- co
- op
- team
- squad
- group
- open
- secret
- explore
- video
- game
- create
- build
- random
- control
- controller
- battle
- '720'
- hd
- pro
- haha
- lol
- loz
- rofl
- funny
- mw3
- modern
- warfare
- woooo
- so
- excited
- first
- impressions
- machinimarespawn
"
,t0gjePc0wic,"---
- PARSEFROMHERE Ah at 37:24 you missed an iron ore in the roof, ocd is kicking in,
  you mined everything else but that one ore >.< ENDPARSEFROMHERE
","---
- Minecraft
- Docm77
- docm
- doc
- mine
- craft
- update 1.9
- Minecraft update 1.9
- beta 1.9 pre-release
- Pre release
- automate
- automated
- animal breeding
- machine
- setup
- howto
- tipps
- tricks
- sheep
- cow
- pig
- tutorial
- wheat farm
- wheat
- farm
- tips
- farmer
- unlimited
- ravine
- spinnen
- steak
- beef
- breed
- easy
- quick
- nether
- help
- ign
- cows
- world tour
- let´s show
- let´s play
- lp
- melon farm
- blaze
- ghast
- exploring
- xp farm
- xp farming
- enchanting
- enchant
- mob spawner
- silk touch
- prerelease 5
- cave spider
- '77'
"
,X572Mp_r46E,"---
- ! ""PARSEFROMHERE \n\n5:57\nSOJA - I Dont Wanna Wait\n ENDPARSEFROMHERE""
- PARSEFROMHERE just had birthday sex and what did i do right afterwards.......   started
  chanting SOJA!!!!!  ""If I could spend the rest of my life with my people... i'd
  do it over and over again""!  came straight to you tube and blasted the joint at
  4:45 in da mornin!!!!  That's blessin's and respect.  big ups! ENDPARSEFROMHERE
","---
- SOJA
- Rest
- of
- My
- Life
- Syr
- Mahber
- Reggae
- Rock
- Soldiers
- Jah
- Army
- Faith
- Works
- Marc
- Carlini
- sojatube
"
,bNoSlFwzN8w,"---
- ! 'PARSEFROMHERE I put some of the speech around 3:00 into bad translator, and got:


  ""my life is a struggle between the ones who boast and pride, yet don''t deserve.
  This man is the hero of peace and respect for the official designation of the Warrior.""


  Even Google and Bing think you''re ossim. ENDPARSEFROMHERE'
","---
- Bajheera
- bajheerawow
- wow
- Warrior
- pvp
- Player Versus Player
- Fury (DC Comics)
- Martin Dugard (author)
- World
- Warcraft
- School
- Ladies
- World Warcraft
- Warrior (comics)
- Book
- Youtube
- Mp4
- Books
- Rogue
- Reading
- Laser
- Library
- Mage
- Writing
- Bow
- Paladin
- Novel
- Gold
- Audio
- Hunter
- Arena
- Level
- Lvl
- Bow Wow
- Warlock
- Horde
- Wo
"
,Gw8gfB6dVM4,"---
- ! 'PARSEFROMHERE Wanna see an optical illusion in this video?

  Pause at 0:45 and scroll up an down while you can still see the vid, and look at
  the ladder ENDPARSEFROMHERE'
- PARSEFROMHERE 3:29 OMG I did that for halloween on a server I used to go on all
  the time called PowerCraft ENDPARSEFROMHERE
- PARSEFROMHERE 20:07 hahaha you can see the creeper ENDPARSEFROMHERE
","---
- the
- minecraft
- files
- the minecraft files
- chimneyswift11
- chimneyswift
- Halloween
- special
- Halloween special
- post Halloween
- post Halloween special
- pumpkins
- webs
- cobweb
- minecon cape
- cape
- farm
- jack-o-lantern
- lapis
- lazuli
- ore
- note block
- jukebox
- diamond
- diamonds
- survival
- notch
- adventure
- minecraft beta 1.8.1
- minecraft alpha
- Chimney
- Swift
- '11'
"
,GEWvtBsbEdk,"---
- PARSEFROMHERE She almost slipped? 1:38 ENDPARSEFROMHERE
","---
- Lady
- Gaga
- Marry
- The
- Night
- '2011'
- Grammy
- Music
- Awards
- Nominations
- Concert
- Live
- Performance
- Official
- Swif
"
,Oeam7CvSn0Q,"---
- PARSEFROMHERE 2:37 zombie orgy? ENDPARSEFROMHERE
","---
- widescreen
- fps
- 1st
- custom map
- maps
- minecraft
- creeper
- minecraft mod
- mod
- lets
- play
- playthrough
- walkthrough
- commentary
- gameplay
- uberhaxornova
- nova
- how to
- new
- paragon
- machinima
- nuke
- combo
- black
- respawn
- hd
- multiplayer
- custom
- consoles
- video game
- warfare
- gaming
- tutorial
- howto
- weapons
- greatest
- update
- walkthrough part
- guide
- original
- rage quit
- prerelease
- l4d
- left4dead
- tank
- campaign
- suicide
- blitz
- Uber
- Haxor
"
,RJbIGYmjLmM,"---
- PARSEFROMHERE is it a Dungeon on 2:21 u can see a cobblestone ENDPARSEFROMHERE
- PARSEFROMHERE Me watchs to 0:10, then i go get coke, then i make popcorn and finally
  continue! ENDPARSEFROMHERE
","---
- minecraft
- mod
- spotlight
- yogscast
- charlotte
- female
- companion
- mo'
- creatures
- Blue
- Xephos
"
,RtBbinpK5XI,"---
- PARSEFROMHERE 0:40 WILL FERRELL NEEDS MORE COWBELL ENDPARSEFROMHERE
","---
- red hot chili peppers
- warner bros records
- wbr
- adventures of raindance maggie
- raindance maggie
- rain dance
- chili peppers leak
- rhcp music video
- rain dance maggie music video
- rhcptv
"
,rhNKOArgm1k,"---
- ! 'PARSEFROMHERE 4:27  ""Ulrika is having a rest in there...""


  You mean Ulrika Johnson *Smugface* ENDPARSEFROMHERE'
","---
- now
- thats
- what
- call
- minecraft
- mod
- pack
- pudding
- huxtable
- compilation
- yogscast
- simon
- plays
- lewis
- xephos
- honeydew
- shadow of israphel
- israphel
- Blue
"
,6xi2vSw4Df8,"---
- PARSEFROMHERE damn, I forgot to move the info box down a tile at 10:09 ENDPARSEFROMHERE
- PARSEFROMHERE 11:30 Fuck Stuck Chuck! LOL ENDPARSEFROMHERE
","---
- Super
- Mario
- World
- Hacks
- with
- ssoh
- The
- Ancestor's
- Treasure
- Episode
- Platforming
- Nintendo
- BS
- ssohpkc
- sso
- HPKC
"
,PNFOv_mbbLQ,"---
- PARSEFROMHERE 30:00 what movie is that from? ENDPARSEFROMHERE
","---
- UFOTV
- UFOTV®
- ufotvstudios
"
,9A0LhvhVZAY,"---
- PARSEFROMHERE 9:12 Poor Dr. Zoidberg. ENDPARSEFROMHERE
","---
- pickysnakes
- snakefeeding
- reptileshow
- reptileshows
- snakebreeding
- snake
- snakes
- lizards
- animals
- funny
- pets
- reptiles
- petvideos
- animal
- funnyanimalvideos
- funnyvideo
- scaryvideos
- snakebytestv
- funnyanimals
- animalsfunny
- bhb
- The Animals
- Bytes
- TV
"
,Lsmiw2_Xqag,"---
- PARSEFROMHERE I loled from 1:37 to 1:42 ENDPARSEFROMHERE
- PARSEFROMHERE 5:30 batman loves nothing but then again he hates seeing ppl die ENDPARSEFROMHERE
","---
- Batman
- Arkham
- City
- Batman Arkham City
- Walkthrough
- Playthrough
- Let's Play
- Gameplay
- Trailer
- Arkham City
- Official
- Arkam
- Part
- '21'
- Episode
- Part 21
- The
- Media
- Cows
"
